Product ID,Product Name,Category,Sub-category,Cost Price,Selling Price
FUR-FU-10002918,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Furniture,Furnishings,64.7,90.98
OFF-BI-10004593,Ibico Laser Imprintable Binding System Covers,Office Supplies,Binders,23.44,41.92
OFF-FA-10004854,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",Office Supplies,Fasteners,5.59,10.33
OFF-PA-10002105,Xerox 223,Office Supplies,Paper,3.85,6.48
OFF-ST-10002756,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",Office Supplies,Storage,71.33,135.31
OFF-PA-10004243,Xerox 1939,Office Supplies,Paper,8.05,18.97
FUR-FU-10001861,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",Furniture,Furnishings,15.34,19.4
OFF-BI-10002706,Avery Premier Heavy-Duty Binder with Round Locking Rings,Office Supplies,Binders,6.74,11.42
FUR-TA-10002533,BPI Conference Tables,Furniture,Tables,58.05,80.33
FUR-FU-10002671,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,Furniture,Furnishings,9.61,13.4
OFF-AR-10003651,Newell 350,Office Supplies,Art,1.66,3.28
OFF-BI-10001072,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",Office Supplies,Binders,5.34,9.85
OFF-AR-10002135,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,Office Supplies,Art,25.14,48.2
OFF-AR-10002804,Faber Castell Col-Erase Pencils,Office Supplies,Art,2.41,4.89
FUR-FU-10001918,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,Furniture,Furnishings,3.75,4.73
FUR-CH-10004086,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,Furniture,Chairs,169.83,233.38
FUR-FU-10001756,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",Furniture,Furnishings,11.87,15.23
OFF-LA-10000634,Avery 509,Office Supplies,Labels,1.34,2.61
FUR-FU-10001588,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",Furniture,Furnishings,23.19,29.18
TEC-PH-10002398,AT&T 1070 Corded Phone,Technology,Phones,56.22,89.19
OFF-PA-10001937,Xerox 21,Office Supplies,Paper,2.44,5.18
OFF-AR-10003373,"Boston School Pro Electric Pencil Sharpener, 1670",Office Supplies,Art,11.11,24.78
FUR-CH-10002602,DMI Arturo Collection Mission-style Design Wood Chair,Furniture,Chairs,85.8,120.78
TEC-MA-10002927,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,Technology,Machines,1276.54,1995.99
TEC-AC-10000892,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,Technology,Accessories,59.39,90.0
OFF-FA-10000624,OIC Binder Clips,Office Supplies,Fasteners,1.43,3.58
TEC-AC-10001908,Logitech Wireless Headset h800,Technology,Accessories,64.47,99.99
FUR-FU-10001967,Telescoping Adjustable Floor Lamp,Furniture,Furnishings,11.92,15.99
TEC-PH-10003645,Aastra 57i VoIP phone,Technology,Phones,80.04,129.29
OFF-ST-10000675,"File Shuttle II and Handi-File, Black",Office Supplies,Storage,15.22,33.89
FUR-CH-10003312,Hon 2090 Pillow Soft Series Mid Back Swivel/Tilt Chairs,Furniture,Chairs,173.78,224.78
OFF-LA-10001074,Round Specialty Laser Printer Labels,Office Supplies,Labels,5.47,10.02
OFF-BI-10001524,GBC Premium Transparent Covers with Diagonal Lined Pattern,Office Supplies,Binders,8.45,16.78
TEC-PH-10004614,AT&T 841000 Phone,Technology,Phones,29.15,55.2
OFF-BI-10001153,Ibico Recycled Grain-Textured Covers,Office Supplies,Binders,10.91,19.0
OFF-BI-10001982,Wilson Jones Custom Binder Spines & Labels,Office Supplies,Binders,0.72,1.63
OFF-BI-10001922,Storex Dura Pro Binders,Office Supplies,Binders,2.69,4.75
TEC-CO-10001449,Hewlett Packard LaserJet 3310 Copier,Technology,Copiers,291.93,479.99
OFF-BI-10004140,Avery Non-Stick Binders,Office Supplies,Binders,2.02,3.59
OFF-BI-10003314,Tuff Stuff Recycled Round Ring Binders,Office Supplies,Binders,1.7,3.86
FUR-TA-10004575,Hon 5100 Series Wood Tables,Furniture,Tables,183.31,232.78
OFF-FA-10000490,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",Office Supplies,Fasteners,0.66,1.24
OFF-AR-10000122,Newell 314,Office Supplies,Art,3.29,5.58
TEC-PH-10000702,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",Technology,Phones,5.16,7.99
OFF-AR-10001374,"BIC Brite Liner Highlighters, Chisel Tip",Office Supplies,Art,3.31,5.83
OFF-PA-10001970,Xerox 1881,Office Supplies,Paper,5.49,12.28
OFF-BI-10002160,Acco Hanging Data Binders,Office Supplies,Binders,1.56,3.05
OFF-BI-10004995,GBC DocuBind P400 Electric Binding System,Office Supplies,Binders,402.42,748.54
FUR-BO-10002268,Sauder Barrister Bookcases,Furniture,Bookcases,41.27,55.07
OFF-EN-10001137,"#10 Gummed Flap White Envelopes, 100/Box",Office Supplies,Envelopes,1.56,3.72
OFF-AR-10002399,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",Office Supplies,Art,1.89,4.26
OFF-PA-10002713,"Adams Phone Message Book, 200 Message Capacity, 8 1/16 x 11",Office Supplies,Paper,3.03,6.88
OFF-AP-10001124,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,Office Supplies,Appliances,34.93,80.98
OFF-LA-10001158,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",Office Supplies,Labels,5.05,10.35
FUR-CH-10000785,Global Ergonomic Managers Chair,Furniture,Chairs,118.8,162.88
OFF-AR-10003732,Newell 333,Office Supplies,Art,1.37,2.78
FUR-FU-10000023,Eldon Wave Desk Accessories,Furniture,Furnishings,3.62,4.71
OFF-BI-10002412,Wilson Jones Snap Scratch Pad Binder Tool for Ring Binders,Office Supplies,Binders,3.34,5.8
OFF-SU-10001225,Staple remover,Office Supplies,Supplies,1.51,3.31
OFF-ST-10002406,Pizazz Global Quick File,Office Supplies,Storage,8.3,14.97
OFF-PA-10002036,Xerox 1930,Office Supplies,Paper,2.27,5.18
OFF-ST-10002205,File Shuttle I and Handi-File,Office Supplies,Storage,8.46,17.81
TEC-AC-10003911,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,Technology,Accessories,87.89,159.99
OFF-AR-10000658,Newell 324,Office Supplies,Art,6.77,11.55
TEC-AC-10002076,Microsoft Natural Keyboard Elite,Technology,Accessories,25.4,47.9
OFF-PA-10003039,Xerox 1960,Office Supplies,Paper,11.25,27.88
FUR-TA-10004915,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",Furniture,Tables,164.84,212.63
OFF-AP-10000696,Holmes Odor Grabber,Office Supplies,Appliances,8.11,14.42
OFF-ST-10003327,Akro-Mils 12-Gallon Tote,Office Supplies,Storage,4.67,8.94
OFF-BI-10000309,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",Office Supplies,Binders,6.31,12.18
OFF-PA-10004734,Southworth Structures Collection,Office Supplies,Paper,3.74,7.28
OFF-BI-10002225,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",Office Supplies,Binders,7.91,16.51
TEC-AC-10004708,Sony 32GB Class 10 Micro SDHC R40 Memory Card,Technology,Accessories,13.05,20.95
FUR-TA-10000617,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",Furniture,Tables,157.0,204.79
TEC-AC-10002335,Logitech Media Keyboard K200,Technology,Accessories,21.05,31.49
TEC-MA-10001681,Lexmark MarkNet N8150 Wireless Print Server,Technology,Machines,74.64,120.58
FUR-FU-10001935,3M Hangers With Command Adhesive,Furniture,Furnishings,2.4,3.33
OFF-AR-10004757,Crayola Colored Pencils,Office Supplies,Art,1.51,2.62
OFF-BI-10000050,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Binders,2.59,5.84
TEC-PH-10003012,Nortel Meridian M3904 Professional Digital phone,Technology,Phones,80.31,153.99
TEC-CO-10002313,Canon PC1080F Personal Copier,Technology,Copiers,317.63,599.99
OFF-BI-10003982,Wilson Jones Century Plastic Molded Ring Binders,Office Supplies,Binders,9.93,16.62
OFF-BI-10004492,Tuf-Vin Binders,Office Supplies,Binders,10.22,25.26
OFF-ST-10000798,2300 Heavy-Duty Transfer File Systems by Perma,Office Supplies,Storage,11.03,22.48
OFF-PA-10002552,Xerox 1958,Office Supplies,Paper,3.17,6.48
OFF-SU-10002573,"Acme 10"" Easy Grip Assistive Scissors",Office Supplies,Supplies,8.48,17.53
OFF-ST-10001580,Super Decoflex Portable Personal File,Office Supplies,Storage,7.43,14.98
OFF-ST-10000934,"Contico 72""H Heavy-Duty Storage System",Office Supplies,Storage,19.63,40.98
TEC-AC-10000158,Sony 64GB Class 10 Micro SDHC R40 Memory Card,Technology,Accessories,20.21,35.99
OFF-PA-10001947,Xerox 1974,Office Supplies,Paper,2.93,5.98
OFF-AR-10003478,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Office Supplies,Art,4.19,7.33
OFF-AP-10004249,Staple holder,Office Supplies,Appliances,6.77,11.97
TEC-CO-10004115,Sharp AL-1530CS Digital Copier,Technology,Copiers,267.62,399.99
OFF-PA-10003724,"Wirebound Message Book, 4 per Page",Office Supplies,Paper,2.5,5.43
FUR-TA-10002041,"Bevis Round Conference Table Top, X-Base",Furniture,Tables,106.34,134.47
OFF-PA-10002893,"Wirebound Service Call Books, 5 1/2"" x 4""",Office Supplies,Paper,4.57,9.68
OFF-LA-10003766,Self-Adhesive Removable Labels,Office Supplies,Labels,1.65,3.15
FUR-BO-10001972,O'Sullivan 4-Shelf Bookcase in Odessa Pine,Furniture,Bookcases,45.67,60.49
FUR-CH-10003956,Novimex High-Tech Fabric Mesh Task Chair,Furniture,Chairs,42.11,56.78
OFF-PA-10000157,Xerox 191,Office Supplies,Paper,10.99,19.98
OFF-AR-10004344,Bulldog Vacuum Base Pencil Sharpener,Office Supplies,Art,6.1,10.79
FUR-CH-10004886,Bevis Steel Folding Chairs,Furniture,Chairs,57.96,76.76
OFF-PA-10003845,Xerox 1987,Office Supplies,Paper,3.22,5.78
OFF-AR-10001573,American Pencil,Office Supplies,Art,1.39,2.33
OFF-EN-10000483,"White Envelopes, White Envelopes with Clear Poly Window",Office Supplies,Envelopes,7.24,15.25
TEC-AC-10004114,KeyTronic 6101 Series - Keyboard - Black,Technology,Accessories,24.79,36.89
FUR-FU-10004712,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",Furniture,Furnishings,10.77,14.14
OFF-ST-10000918,Crate-A-Files,Office Supplies,Storage,4.29,8.72
FUR-CH-10000015,Hon Multipurpose Stacking Arm Chairs,Furniture,Chairs,151.65,194.94
FUR-FU-10003347,Coloredge Poster Frame,Furniture,Furnishings,10.48,14.2
OFF-BI-10001543,GBC VeloBinder Manual Binding System,Office Supplies,Binders,16.04,28.79
TEC-MA-10000029,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",Technology,Machines,42.02,69.99
OFF-AR-10000369,Design Ebony Sketching Pencil,Office Supplies,Art,0.74,1.39
OFF-BI-10004584,GBC ProClick 150 Presentation Binding System,Office Supplies,Binders,55.28,94.79
OFF-ST-10000617,Woodgrain Magazine Files by Perma,Office Supplies,Storage,1.27,2.98
OFF-ST-10003306,Letter Size Cart,Office Supplies,Storage,71.07,142.86
OFF-BI-10000773,Insertable Tab Post Binder Dividers,Office Supplies,Binders,0.97,2.41
TEC-AC-10002600,Belkin QODE FastFit Bluetooth Keyboard,Technology,Accessories,33.04,55.76
TEC-MA-10002937,"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",Technology,Machines,190.8,335.99
OFF-PA-10002230,Xerox 1897,Office Supplies,Paper,1.87,3.98
FUR-CH-10003396,Global Deluxe Steno Chair,Furniture,Chairs,48.96,61.58
FUR-FU-10000246,Aluminum Document Frame,Furniture,Furnishings,9.74,12.22
OFF-ST-10000060,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,Office Supplies,Storage,38.78,64.98
OFF-ST-10003058,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,Office Supplies,Storage,9.88,23.65
OFF-PA-10002222,"Xerox Color Copier Paper, 11"" x 17"", Ream",Office Supplies,Paper,11.76,22.84
FUR-CH-10002372,Office Star - Ergonomically Designed Knee Chair,Furniture,Chairs,47.96,64.78
OFF-LA-10001317,Avery 520,Office Supplies,Labels,1.66,3.15
FUR-FU-10000206,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",Furniture,Furnishings,1.66,2.33
OFF-AR-10000588,Newell 345,Office Supplies,Art,9.95,19.84
OFF-ST-10001469,Fellowes Bankers Box Recycled Super Stor/Drawer,Office Supplies,Storage,23.89,53.98
OFF-AR-10001953,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Office Supplies,Art,17.49,35.18
OFF-AR-10003156,50 Colored Long Pencils,Office Supplies,Art,4.09,10.16
OFF-AR-10004974,Newell 342,Office Supplies,Art,1.46,3.28
TEC-PH-10002365,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,Technology,Phones,5.68,8.78
OFF-ST-10000142,Deluxe Rollaway Locking File with Drawer,Office Supplies,Storage,221.78,415.88
TEC-AC-10001772,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,Technology,Accessories,8.52,15.97
FUR-CH-10000225,"Global Geo Office Task Chair, Gray",Furniture,Chairs,51.6,64.78
FUR-CH-10002331,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,Furniture,Chairs,229.62,302.58
OFF-EN-10001415,Staple envelope,Office Supplies,Envelopes,2.11,4.46
OFF-AP-10002472,3M Office Air Cleaner,Office Supplies,Appliances,12.99,25.98
TEC-AC-10004571,Logitech G700s Rechargeable Gaming Mouse,Technology,Accessories,65.68,99.99
OFF-BI-10001098,Acco D-Ring Binder w/DublLock,Office Supplies,Binders,3.31,6.41
FUR-TA-10001889,Bush Advantage Collection Racetrack Conference Table,Furniture,Tables,183.64,254.53
OFF-BI-10000315,Poly Designer Cover & Back,Office Supplies,Binders,8.5,15.19
OFF-SU-10003505,Premier Electric Letter Opener,Office Supplies,Supplies,60.07,115.86
OFF-AP-10002578,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",Office Supplies,Appliances,29.08,48.92
FUR-BO-10002824,Bush Mission Pointe Library,Furniture,Bookcases,93.23,120.78
OFF-BI-10002194,Cardinal Hold-It CD Pocket,Office Supplies,Binders,2.38,3.99
OFF-PA-10004071,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Office Supplies,Paper,23.03,55.48
OFF-ST-10002743,SAFCO Boltless Steel Shelving,Office Supplies,Storage,50.8,102.28
FUR-BO-10001601,"Sauder Mission Library with Doors, Fruitwood Finish",Furniture,Bookcases,62.86,89.07
TEC-PH-10002680,Samsung Galaxy Note 3,Technology,Phones,99.38,175.99
OFF-ST-10001321,"Decoflex Hanging Personal Folder File, Blue",Office Supplies,Storage,7.88,15.42
OFF-PA-10001509,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",Office Supplies,Paper,5.36,8.95
OFF-PA-10003465,Xerox 1912,Office Supplies,Paper,9.7,18.97
TEC-PH-10000149,Cisco SPA525G2 IP Phone - Wireless,Technology,Phones,10.2,15.96
OFF-AR-10003045,Prang Colored Pencils,Office Supplies,Art,1.72,2.94
OFF-ST-10000689,"Fellowes Strictly Business Drawer File, Letter/Legal Size",Office Supplies,Storage,61.18,140.85
TEC-AC-10001445,Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,Technology,Accessories,1.67,3.03
TEC-AC-10002567,Logitech G602 Wireless Gaming Mouse,Technology,Accessories,37.04,63.99
OFF-LA-10003923,Alphabetical Labels for Top Tab Filing,Office Supplies,Labels,8.08,14.8
FUR-BO-10001337,O'Sullivan Living Dimensions 2-Shelf Bookcases,Furniture,Bookcases,78.99,102.83
TEC-PH-10001924,iHome FM Clock Radio with Lightning Dock,Technology,Phones,37.38,55.99
TEC-PH-10001363,Apple iPhone 5S,Technology,Phones,284.62,455.99
TEC-PH-10000376,Square Credit Card Reader,Technology,Phones,4.42,7.99
TEC-AC-10000303,Logitech M510 Wireless Mouse,Technology,Accessories,19.99,31.99
OFF-ST-10001809,Fellowes Officeware Wire Shelving,Office Supplies,Storage,46.45,89.83
OFF-EN-10003845,Colored Envelopes,Office Supplies,Envelopes,1.6,2.95
TEC-AC-10000991,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,Technology,Accessories,28.86,46.99
FUR-TA-10001857,Balt Solid Wood Rectangular Table,Furniture,Tables,56.23,73.84
OFF-EN-10001434,"Strathmore #10 Envelopes, Ultimate White",Office Supplies,Envelopes,27.1,52.71
OFF-BI-10002498,Clear Mylar Reinforcing Strips,Office Supplies,Binders,6.39,14.95
FUR-FU-10004864,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",Furniture,Furnishings,18.44,25.58
FUR-FU-10000073,Deflect-O Glasstique Clear Desk Accessories,Furniture,Furnishings,5.74,7.7
OFF-BI-10001670,Vinyl Sectional Post Binders,Office Supplies,Binders,15.6,30.16
OFF-BI-10001658,GBC Standard Therm-A-Bind Covers,Office Supplies,Binders,3.17,7.48
FUR-CH-10001215,Global Troy Executive Leather Low-Back Tilter,Furniture,Chairs,295.19,400.78
OFF-BI-10000831,Storex Flexible Poly Binders with Double Pockets,Office Supplies,Binders,0.46,0.79
OFF-PA-10000357,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Office Supplies,Paper,22.96,42.69
OFF-AR-10001662,Rogers Handheld Barrel Pencil Sharpener,Office Supplies,Art,1.51,2.74
OFF-AR-10003856,Newell 344,Office Supplies,Art,1.48,2.78
OFF-BI-10003527,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Office Supplies,Binders,493.77,1016.79
FUR-FU-10001290,Executive Impressions Supervisor Wall Clock,Furniture,Furnishings,31.93,42.1
TEC-AC-10002399,SanDisk Cruzer 32 GB USB Flash Drive,Technology,Accessories,10.28,19.02
OFF-AR-10003811,Newell 327,Office Supplies,Art,1.14,2.21
OFF-AR-10001246,Newell 317,Office Supplies,Art,1.31,2.35
TEC-CO-10003236,Canon Image Class D660 Copier,Technology,Copiers,319.96,539.99
OFF-ST-10004507,Advantus Rolling Storage Box,Office Supplies,Storage,10.21,17.15
OFF-PA-10001667,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),Office Supplies,Paper,2.75,5.98
OFF-ST-10004459,Tennsco Single-Tier Lockers,Office Supplies,Storage,155.16,375.34
OFF-ST-10000736,Carina Double Wide Media Storage Towers in Natural & Black,Office Supplies,Storage,32.71,80.98
OFF-BI-10000285,XtraLife ClearVue Slant-D Ring Binders by Cardinal,Office Supplies,Binders,1.36,2.35
TEC-PH-10003555,Motorola HK250 Universal Bluetooth Headset,Technology,Phones,10.51,18.39
OFF-FA-10002815,Staples,Office Supplies,Fasteners,1.45,3.55
FUR-CH-10003379,Global Commerce Series High-Back Swivel/Tilt Chairs,Furniture,Chairs,168.45,227.98
OFF-ST-10004963,Eldon Gobal File Keepers,Office Supplies,Storage,7.05,15.14
OFF-SU-10002881,Martin Yale Chadless Opener Electric Letter Opener,Office Supplies,Supplies,316.96,749.53
OFF-EN-10001335,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",Office Supplies,Envelopes,4.5,9.85
FUR-CH-10000595,Safco Contoured Stacking Chairs,Furniture,Chairs,147.29,202.64
FUR-FU-10000448,Tenex Chairmats For Use With Carpeted Floors,Furniture,Furnishings,11.58,15.98
TEC-PH-10000984,Panasonic KX-TG9471B,Technology,Phones,105.86,195.99
OFF-ST-10001325,Sterilite Officeware Hinged File Box,Office Supplies,Storage,6.02,10.48
OFF-BI-10002429,"Premier Elliptical Ring Binder, Black",Office Supplies,Binders,4.51,9.13
OFF-BI-10004528,Cardinal Poly Pocket Divider Pockets for Ring Binders,Office Supplies,Binders,1.17,2.69
OFF-AP-10001271,Eureka The Boss Cordless Rechargeable Stick Vac,Office Supplies,Appliances,25.65,50.98
FUR-CH-10002647,"Situations Contoured Folding Chairs, 4/Set",Furniture,Chairs,43.1,56.78
TEC-AC-10001432,Enermax Aurora Lite Keyboard,Technology,Accessories,52.95,78.15
TEC-PH-10002262,LG Electronics Tone+ HBS-730 Bluetooth Headset,Technology,Phones,34.64,53.56
TEC-AC-10001465,SanDisk Cruzer 64 GB USB Flash Drive,Technology,Accessories,21.91,36.32
TEC-PH-10002597,Xblue XB-1670-86 X16 Small Office Telephone - Titanium,Technology,Phones,63.62,113.39
FUR-FU-10000723,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Furniture,Furnishings,30.8,41.32
OFF-BI-10000404,Avery Printable Repositionable Plastic Tabs,Office Supplies,Binders,3.51,6.88
OFF-PA-10002986,Xerox 1898,Office Supplies,Paper,2.69,6.68
OFF-SU-10001935,Staple remover,Office Supplies,Supplies,0.72,1.74
FUR-CH-10002024,HON 5400 Series Task Chairs for Big and Tall,Furniture,Chairs,423.59,560.78
FUR-FU-10003039,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",Furniture,Furnishings,28.23,38.82
OFF-FA-10004248,Advantus T-Pin Paper Clips,Office Supplies,Fasteners,1.66,3.61
OFF-ST-10001780,Tennsco 16-Compartment Lockers with Coat Rack,Office Supplies,Storage,272.68,518.31
OFF-AR-10003560,Zebra Zazzle Fluorescent Highlighters,Office Supplies,Art,2.58,4.86
OFF-LA-10001297,Avery 473,Office Supplies,Labels,5.43,10.35
FUR-TA-10004256,Bretford Just In Time Height-Adjustable Multi-Task Work Tables,Furniture,Tables,239.01,333.92
OFF-PA-10003441,Xerox 226,Office Supplies,Paper,3.07,6.48
OFF-BI-10000069,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Office Supplies,Binders,6.96,12.01
OFF-AP-10003914,"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts",Office Supplies,Appliances,1.26,2.6
FUR-FU-10004020,Advantus Panel Wall Acrylic Frame,Furniture,Furnishings,3.26,4.38
OFF-FA-10003467,"Alliance Big Bands Rubber Bands, 12/Pack",Office Supplies,Fasteners,1.05,1.98
TEC-PH-10002496,Cisco SPA301,Technology,Phones,69.71,124.79
OFF-PA-10004530,Personal Creations Ink Jet Cards and Labels,Office Supplies,Paper,6.41,11.48
OFF-BI-10001107,"GBC White Gloss Covers, Plain Front",Office Supplies,Binders,2.27,4.34
OFF-PA-10004451,Xerox 222,Office Supplies,Paper,3.44,6.48
FUR-CH-10004997,Hon Every-Day Series Multi-Task Chairs,Furniture,Chairs,117.92,150.38
TEC-PH-10000347,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,Technology,Phones,2.31,3.96
OFF-AR-10003394,Newell 332,Office Supplies,Art,1.31,2.94
OFF-PA-10001450,Rediform S.O.S. Phone Message Books,Office Supplies,Paper,2.45,4.98
OFF-SU-10001574,Acme Value Line Scissors,Office Supplies,Supplies,1.97,3.65
FUR-FU-10001475,"Contract Clock, 14"", Brown",Furniture,Furnishings,12.81,17.58
OFF-SU-10004498,Martin-Yale Premier Letter Opener,Office Supplies,Supplies,6.21,12.88
TEC-PH-10000586,AT&T SB67148 SynJ,Technology,Phones,30.83,52.79
OFF-BI-10002764,Recycled Pressboard Report Cover with Reinforced Top Hinge,Office Supplies,Binders,1.1,2.58
OFF-LA-10003930,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",Office Supplies,Labels,44.32,98.31
TEC-PH-10003800,i.Sound Portable Power - 8000 mAh,Technology,Phones,24.86,42.39
OFF-PA-10002005,Xerox 225,Office Supplies,Paper,3.31,6.48
OFF-PA-10004101,Xerox 1894,Office Supplies,Paper,2.65,6.48
OFF-AR-10004078,Newell 312,Office Supplies,Art,2.29,4.67
OFF-AP-10004708,Fellowes Superior 10 Outlet Split Surge Protector,Office Supplies,Appliances,14.39,30.45
FUR-FU-10001979,Dana Halogen Swing-Arm Architect Lamp,Furniture,Furnishings,31.85,40.97
OFF-SU-10004115,Acme Stainless Steel Office Snips,Office Supplies,Supplies,2.84,6.54
TEC-PH-10001425,Mophie Juice Pack Helium for iPhone,Technology,Phones,40.66,63.99
TEC-PH-10003963,GE 2-Jack Phone Line Splitter,Technology,Phones,90.34,164.79
OFF-ST-10001490,"Hot File 7-Pocket, Floor Stand",Office Supplies,Storage,79.36,178.47
OFF-PA-10002120,Xerox 1889,Office Supplies,Paper,27.9,54.96
OFF-BI-10000848,Angle-D Ring Binders,Office Supplies,Binders,0.73,1.64
TEC-PH-10003092,Motorola L804,Technology,Phones,20.62,36.79
OFF-LA-10004345,Avery 493,Office Supplies,Labels,2.46,4.42
OFF-PA-10001204,Xerox 1972,Office Supplies,Paper,2.31,4.22
TEC-PH-10004667,Cisco 8x8 Inc. 6753i IP Business Phone System,Technology,Phones,58.08,107.99
OFF-BI-10002949,Prestige Round Ring Binders,Office Supplies,Binders,2.3,4.86
FUR-FU-10003849,"DAX Metal Frame, Desktop, Stepped-Edge",Furniture,Furnishings,14.61,20.24
FUR-FU-10000010,"DAX Value U-Channel Document Frames, Easel Back",Furniture,Furnishings,3.88,4.97
OFF-BI-10002824,Recycled Easel Ring Binders,Office Supplies,Binders,5.41,11.94
TEC-PH-10002538,Grandstream GXP1160 VoIP phone,Technology,Phones,21.73,37.91
OFF-BI-10002103,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",Office Supplies,Binders,3.13,6.95
FUR-CH-10004853,"Global Manager's Adjustable Task Chair, Storm",Furniture,Chairs,99.1,135.88
OFF-AP-10000179,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,Office Supplies,Appliances,48.27,111.04
OFF-ST-10001272,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",Office Supplies,Storage,54.09,130.87
FUR-FU-10000221,"Master Caster Door Stop, Brown",Furniture,Furnishings,3.72,5.08
OFF-AP-10001563,Belkin Premiere Surge Master II 8-outlet surge protector,Office Supplies,Appliances,22.16,43.72
OFF-BI-10000605,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",Office Supplies,Binders,1.64,3.05
OFF-ST-10001963,Tennsco Regal Shelving Units,Office Supplies,Storage,41.35,101.41
TEC-AC-10001267,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,Technology,Accessories,13.04,23.96
TEC-PH-10002103,Jabra SPEAK 410,Technology,Phones,63.71,93.99
TEC-AC-10002857,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",Technology,Accessories,3.76,5.96
FUR-CH-10001482,Office Star - Mesh Screen back chair with Vinyl seat,Furniture,Chairs,83.64,104.78
OFF-BI-10001989,Premium Transparent Presentation Covers by GBC,Office Supplies,Binders,8.66,18.88
OFF-AP-10003287,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,Office Supplies,Appliances,23.39,40.78
OFF-BI-10004728,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Office Supplies,Binders,2.31,3.86
FUR-FU-10000732,Eldon 200 Class Desk Accessories,Furniture,Furnishings,4.76,6.28
OFF-ST-10000585,Economy Rollaway Files,Office Supplies,Storage,86.21,165.2
OFF-LA-10002787,Avery 480,Office Supplies,Labels,1.77,3.75
OFF-PA-10001934,Xerox 1993,Office Supplies,Paper,3.01,6.48
